,Word,where,Count_ita,Count_other,Total_count
9614,quando,2,125,30,155
19894,على,0,0,155,155
1602,oh,2,47,108,155
47314,вы,0,0,153,153
5652,from,2,1,150,151
44240,var,0,0,151,151
37786,यह,0,0,150,150
36115,நான்,0,0,150,150
43053,be,0,0,149,149
44829,на,0,0,149,149
41365,नहीं,0,0,149,149
51926,und,0,0,149,149
39066,articles,0,0,148,148
18131,inte,0,0,148,148
37082,ಮತ್ತು,0,0,147,147
11096,sur,0,0,146,146
41287,have,0,0,145,145
7227,die,2,1,144,145
8497,loro,1,143,0,143
27263,las,0,0,142,142
7893,ai,2,80,61,141
30183,mais,0,0,141,141
7595,automatico,1,140,0,140
4864,dati,1,140,0,140
2534,data,2,34,105,139
6301,com,2,1,137,138
19333,ഒരു,0,0,138,138
1678,ce,2,3,135,138
3756,uno,2,120,17,137
5889,​,2,6,130,136
22238,ويكيبيديا,0,0,136,136
4659,così,1,136,0,136
3449,so,2,18,118,136
7439,wiki,2,61,74,135
7330,parola,1,134,0,134
4403,this,2,1,133,134
8341,hanno,1,134,0,134
4009,modo,2,122,11,133
2160,quindi,1,133,0,133
44119,das,0,0,132,132
2382,esempio,1,132,0,132
1299,degli,1,132,0,132
8348,wales,2,45,86,131
4372,os,2,1,130,131
21107,eller,0,0,131,131
29164,это,0,0,131,131
3208,mi,2,102,26,128
604,c,2,60,68,128
646,molto,1,128,0,128
11672,son,0,0,127,127
22767,till,0,0,127,127
9472,machine,2,25,102,127
33858,bu,0,0,127,127
5553,dalla,1,125,0,125
5933,internet,2,50,75,125
37513,als,0,0,125,125
20377,είναι,0,0,125,125
546,dal,1,125,0,125
37147,ஒரு,0,0,123,123
6785,inglese,1,122,0,122
51750,पर,0,0,121,121
23562,നിങ്ങൾ,0,0,121,121
35561,which,0,0,121,121
522,tu,2,53,67,120
38751,मैं,0,0,120,120
38594,που,0,0,119,119
40649,ikke,0,0,118,118
51332,plus,0,0,117,117
47762,niet,0,0,117,117
35802,sobre,0,0,116,116
4630,t,2,6,110,116
44258,ഞാൻ,0,0,116,116
3633,numero,1,114,0,114
2607,suo,1,113,0,113
32707,eu,0,0,112,112
24918,na,0,0,112,112
1949,solo,2,89,22,111
3691,hai,1,111,0,111
5469,qualcuno,1,110,0,110
13200,not,0,0,110,110
11161,has,0,0,110,110
3859,articolo,1,109,0,109
7166,sulla,1,107,0,107
294,stata,1,107,0,107
1670,video,2,43,64,107
33255,op,0,0,107,107
28484,για,0,0,107,107
3434,questa,1,106,0,106
8988,altri,1,106,0,106
28599,ist,0,0,106,106
754,ho,2,104,1,105
12976,der,0,0,103,103
46338,está,0,0,102,102
51572,ಎಂದು,0,0,102,102
10265,comme,0,0,102,102
19799,как,0,0,101,101
1585,sei,2,92,9,101
45830,с,0,0,101,101
8170,può,1,100,0,100
45938,zu,0,0,100,100
19268,au,0,0,100,100
7481,possono,1,100,0,100
14897,δεν,0,0,100,100
4916,due,2,88,12,100
48680,ser,0,0,99,99
544,foundation,2,23,74,97
46634,nicht,0,0,96,96
46727,किया,0,0,96,96
33201,ما,0,0,96,96
10059,कर,0,0,95,95
26577,என்று,0,0,95,95
9576,perché,1,94,0,94
31012,हैं।,0,0,93,93
2700, ,2,9,84,93
7252,alcuni,1,93,0,93
5023,software,2,46,47,93
28545,ότι,0,0,92,92
2184,utenti,1,92,0,92
3157,secondo,1,92,0,92
13057,mig,0,0,91,91
45773,sont,0,0,91,91
4091,sul,2,90,1,91
2928,sanger,2,36,55,91
27779,over,0,0,90,90
8832,catch,2,9,80,89
31541,википедии,0,0,89,89
9447,alle,2,68,21,89
4502,nupedia,2,35,54,89
26002,also,0,0,88,88
3758,sia,1,88,0,88
3489,tutto,1,88,0,88
32089,നിങ്ങൾക്ക്,0,0,88,88
4455,stati,1,88,0,88
7954,tutti,1,88,0,88
16573,ett,0,0,88,88
6982,nell,1,87,0,87
2837,progetto,1,87,0,87
2366,article,2,4,83,87
8019,fatto,1,86,0,86
6740,cosa,2,84,2,86
44974,لا,0,0,86,86
28055,सकते,0,0,85,85
5327,uso,2,57,28,85
42917,been,0,0,84,84
8585,n,2,1,83,84
2053,nei,1,83,0,83
9351,frase,2,51,32,83
51414,σε,0,0,83,83
5586,vita,1,82,0,82
6149,terry,2,21,61,82
1419,jimmy,2,30,52,82
27891,إلى,0,0,82,82
20325,dass,0,0,81,81
19855,met,0,0,81,81
4409,fare,1,81,0,81
52125,men,0,0,80,80
38430,avec,0,0,80,80
24786,pode,0,0,80,80
27846,أو,0,0,79,79
44672,entre,0,0,79,79
23156,til,0,0,79,79
29967,ord,0,0,78,78
41622,هذا,0,0,78,78
7480,altre,1,78,0,78
27650,σας,0,0,78,78
11121,или,0,0,77,77
23291,some,0,0,77,77
15529,artículos,0,0,77,77
4302,lavoro,1,77,0,77
25878,artigos,0,0,77,77
12542,más,0,0,77,77
49506,if,0,0,77,77
572,senza,1,76,0,76
29738,other,0,0,76,76
3693,sistema,2,62,14,76
8047,base,2,56,20,76
5856,tempo,2,60,16,76
38331,such,0,0,76,76
39490,são,0,0,75,75
37687,zijn,0,0,75,75
619,online,2,44,31,75
6449,comunità,1,75,0,75
23255,από,0,0,75,75
2595,altro,1,75,0,75
4920,m,2,3,72,75
5003,qualcosa,1,74,0,74
43471,af,0,0,74,74
43038,its,0,0,74,74
38147,μια,0,0,73,73
10145,θα,0,0,73,73
4533,google,2,23,50,73
4289,voci,1,73,0,73
18548,cette,0,0,73,73
5141,algoritmi,1,73,0,73
4588,informazioni,1,73,0,73
19739,या,0,0,73,73
11592,मुझे,0,0,73,73
34315,dit,0,0,72,72
7917,one,2,1,71,72
7417,dall,1,72,0,72
17610,bien,0,0,72,72
5210,rendezvous,2,20,52,72
45944,जो,0,0,72,72
51564,dos,0,0,71,71
4569,use,2,7,64,71
4583,contenuto,1,71,0,71
46726,but,0,0,71,71
48414,με,0,0,71,71
10334,भी,0,0,71,71
422,ed,1,70,0,70
3864,edizioni,1,70,0,70
21359,कुछ,0,0,70,70
30319,करने,0,0,70,70
391,bene,1,69,0,69
3587,dopo,1,69,0,69
20194,αυτό,0,0,69,69
8251,parole,2,68,1,69
8664,about,2,2,67,69
6510,ricerca,1,68,0,68
7186,mondo,1,68,0,68
35065,este,0,0,68,68
347,suoi,1,68,0,68
9562,quello,1,68,0,68
34199,η,0,0,68,68
5094,dai,1,67,0,67
15056,foi,0,0,67,67
31916,для,0,0,67,67
47572,more,0,0,67,67
24856,ने,0,0,66,66
5792,life,2,4,62,66
47096,han,0,0,66,66
8590,sito,1,65,0,65
2348,vista,2,45,20,65
22544,ты,0,0,65,65
45774,qu,0,0,65,65
2026,ci,1,65,0,65
40617,गया,0,0,64,64
2156,progetti,1,64,0,64
4221,molti,1,64,0,64
38903,wat,0,0,64,64
36920,wenn,0,0,64,64
26881,يمكنك,0,0,63,63
5314,new,2,14,49,63
5548,persona,2,42,21,63
7550,modifiche,1,63,0,63
18793,esta,0,0,63,63
558,prima,1,62,0,62
7809,modello,1,62,0,62
7236,fondazione,1,62,0,62
45145,her,0,0,62,62
8928,commons,2,24,38,62
267,forma,2,26,36,62
29014,года,0,0,62,62
33467,आपको,0,0,62,62
5119,spesso,1,62,0,62
4043,ben,2,17,44,61
26200,were,0,0,61,61
48163,çok,0,0,61,61
34672,elle,0,0,61,61
9048,ogni,1,61,0,61
6073,sempre,2,52,9,61
2524,queste,1,61,0,61
7356,particolare,1,61,0,61
2154,altra,1,61,0,61
1069,insieme,1,60,0,60
14015,site,0,0,60,60
4328,davvero,1,60,0,60
5791,questi,1,60,0,60
21742,için,0,0,60,60
28457,बहुत,0,0,60,60
1266,britannica,2,22,38,60
6851,sin,2,3,56,59
7044,alcune,1,59,0,59
22163,എനിക്ക്,0,0,59,59
22923,voor,0,0,59,59
22664,उपयोग,0,0,59,59
20544,être,0,0,59,59
32491,ഈ,0,0,59,59
21022,vikipedi,0,0,58,58
32359,they,0,0,58,58
40551,aux,0,0,58,58
4813,anni,1,58,0,58
3175,lingua,1,58,0,58
33649,had,0,0,58,58
1858,grazie,1,58,0,58
1803,set,2,19,39,58
8797,grande,2,37,21,58
8387,quanto,2,48,10,58
8248,durante,2,45,13,58
5807,conoscenza,1,57,0,57
39850,mot,0,0,57,57
8837,erano,1,57,0,57
27506,muito,0,0,57,57
5407,contenuti,1,57,0,57
14873,isso,0,0,56,56
21848,если,0,0,56,56
4596,mio,2,55,1,56
3398,time,2,4,52,56
49128,அல்லது,0,0,56,56
47258,editors,0,0,56,56
21497,he,0,0,56,56
32647,रूप,0,0,56,56
46941,andere,0,0,56,56
28194,ya,0,0,56,56
49635,été,0,0,56,56
5857,stesso,1,56,0,56
18752,hvis,0,0,56,56
35213,fait,0,0,55,55
48524,التي,0,0,55,55
24416,pouvez,0,0,55,55
14974,their,0,0,55,55
52502,μου,0,0,55,55
9487,problema,2,39,16,55
35508,ನಿಮಗೆ,0,0,55,55
4558,mentre,1,55,0,55
30801,betyder,0,0,55,55
6136,ciò,1,55,0,55
1908,momento,2,36,19,55
44993,साथ,0,0,55,55
19482,μπορείτε,0,0,55,55
19338,ze,0,0,55,55
21214,по,0,0,55,55
6868,editor,2,27,27,54
6928,vengono,1,54,0,54
5730,nelle,1,54,0,54
14480,इस,0,0,54,54
18756,तो,0,0,54,54
39877,sagen,0,0,54,54
52626,αν,0,0,54,54
3905,studio,1,54,0,54
9295,regole,1,54,0,54
48444,ഇത്,0,0,54,54
39713,о,0,0,54,54
50227,like,0,0,54,54
7617,suave,2,1,53,54
292,versione,1,54,0,54
25716,из,0,0,54,54
11319,πολύ,0,0,53,53
3822,what,2,2,51,53
9593,larry,2,20,33,53
979,mediawiki,2,21,32,53
14591,ή,0,0,53,53
30337,sus,0,0,53,53
32413,மிகவும்,0,0,53,53
11320,क्या,0,0,53,53
12897,था,0,0,53,53
16773,say,0,0,53,53
750,diversi,1,53,0,53
8960,libre,2,5,48,53
6315,nome,2,44,9,53
37127,ein,0,0,53,53
30905,these,0,0,52,52
4506,training,2,4,48,52
50873,रहा,0,0,52,52
43138,إذا,0,0,52,52
32622,there,0,0,52,52
8253,poi,1,52,0,52
1153,mit,2,4,48,52
36821,under,0,0,52,52
7699,posso,2,38,14,52
25510,किसी,0,0,51,51
42261,लेख,0,0,51,51
9095,viene,1,51,0,51
6265,encyclopedia,2,6,45,51
11265,википедия,0,0,51,51
15233,used,0,0,50,50
29232,algo,0,0,50,50
4002,mellie,2,12,38,50
8008,computer,2,34,16,50
41658,word,0,0,50,50
5719,caso,2,33,17,50
17286,we,0,0,50,50
32994,της,0,0,49,49
4917,war,2,2,47,49
36542,так,0,0,49,49
43870,ses,0,0,49,49
33091,كان,0,0,49,49
14651,example,0,0,49,49
11116,may,0,0,49,49
867,j,2,1,48,49
45460,kunt,0,0,49,49
2898,information,2,3,46,49
4109,ora,1,49,0,49
9214,tua,1,48,0,48
16101,ಅಥವಾ,0,0,48,48
395,sull,1,48,0,48
32504,ήταν,0,0,48,48
34180,nu,0,0,48,48
52164,можете,0,0,48,48
42291,ένα,0,0,48,48
2604,campo,2,43,5,48
6526,test,2,23,25,48
35393,ces,0,0,48,48
17555,वह,0,0,48,48
6573,vuoi,1,48,0,48
17031,शब्द,0,0,48,48
7212,tipo,2,29,19,48
7950,marian,2,12,36,48
51633,wie,0,0,48,48
6127,state,2,43,5,48
43345,vez,0,0,47,47
26619,här,0,0,47,47
1829,uomo,1,47,0,47
27131,than,0,0,47,47
5351,tanto,2,30,17,47
26766,द्वारा,0,0,47,47
43957,மற்றும்,0,0,47,47
7513,persone,1,47,0,47
7958,man,2,3,44,47
5113,tre,2,34,13,47
36274,അത്,0,0,47,47
46498,hvad,0,0,47,47
8856,diverse,2,44,3,47
3565,tutte,1,47,0,47
26124,vara,0,0,47,47
1577,milioni,1,47,0,47
45251,when,0,0,47,47
2548,usare,1,47,0,47
27767,puedes,0,0,47,47
1325,artificiale,1,47,0,47
1825,casa,2,27,19,46
43426,säga,0,0,46,46
9600,negli,1,46,0,46
5420,madre,2,34,12,46
31146,oder,0,0,46,46
1297,media,2,33,13,46
5332,acqua,1,46,0,46
45801,aussi,0,0,46,46
48326,zo,0,0,46,46
9643,mobile,2,20,26,46
33867,algorithms,0,0,46,46
23612,eine,0,0,45,45
33675,part,0,0,45,45
4906,siti,1,45,0,45
49144,mas,0,0,45,45
5537,volta,1,45,0,45
7379,earth,2,1,44,45
5051,quel,2,37,8,45
42090,nummer,0,0,45,45
6736,pagina,2,43,2,45
26153,हो,0,0,45,45
49481,était,0,0,45,45
3182,culture,2,5,40,45
2517,qualsiasi,1,45,0,45
38085,können,0,0,45,45
20511,number,0,0,45,45
32006,zeggen,0,0,45,45
5939,primo,1,45,0,45
17389,número,0,0,45,45
20649,tem,0,0,45,45
21667,dem,0,0,44,44
2703,intelligente,2,39,5,44
3559,attraverso,1,44,0,44
5512,punto,2,37,7,44
48606,todo,0,0,44,44
22430,dizer,0,0,44,44
6159,vandalismo,2,29,15,44
33846,artiklar,0,0,44,44
6990,addestramento,1,44,0,44
8194,fine,2,40,4,44
13227,இது,0,0,44,44
8638,qualità,1,44,0,44
9062,tuttavia,1,44,0,44
5691,sotto,1,43,0,43
6619,maggior,1,43,0,43
6082,content,2,1,42,43
15256,page,0,0,43,43
2389,flummox,2,9,34,43
3992,sue,2,40,3,43
50370,från,0,0,43,43
48894,någon,0,0,43,43
39719,min,0,0,43,43
14206,τη,0,0,43,43
6979,problemi,1,43,0,43
15405,sige,0,0,43,43
46574,ನಿಮ್ಮ,0,0,43,43
7531,processo,2,38,5,43
46544,к,0,0,43,43
2243,gennaio,1,43,0,43
42136,इसे,0,0,43,43
7371,idea,2,32,11,43
46095,ಅದು,0,0,43,43
50167,iyi,0,0,43,43
44425,ही,0,0,43,43
34979,vad,0,0,43,43
32957,encyclopédie,0,0,43,43
46783,wikipedias,0,0,42,42
1832,editori,1,42,0,42
1857,terra,2,40,2,42
28088,version,0,0,42,42
3200,meno,1,42,0,42
2123,lui,2,16,26,42
1808,english,2,1,41,42
3255,pagine,1,42,0,42
44418,heb,0,0,42,42
50376,também,0,0,42,42
8419,input,2,27,15,42
8543,interno,2,41,1,42
3105,volte,1,42,0,42
23035,autres,0,0,42,42
15155,usar,0,0,41,41
10019,noget,0,0,41,41
41608,τον,0,0,41,41
7910,cultura,2,36,5,41
51994,tout,0,0,41,41
39385,сказать,0,0,41,41
33797,situation,0,0,41,41
37572,она,0,0,41,41
40121,vil,0,0,41,41
2897,terrence,2,10,31,41
23659,هذه,0,0,41,41
1065,metodi,1,41,0,41
11090,ela,0,0,41,41
6908,sta,1,40,0,40
47228,only,0,0,40,40
19630,а,0,0,40,40
19689,ont,0,0,40,40
17256,ذلك,0,0,40,40
39579,στο,0,0,40,40
4785,oro,2,32,8,40
21074,"
",0,0,40,40
13978,ನನ್ನ,0,0,40,40
5379,licenza,1,40,0,40
9303,algoritmo,2,32,8,40
25173,aprendizaje,0,0,40,40
35979,many,0,0,40,40
7698,agli,1,40,0,40
1336,lingue,1,40,0,40
11631,ಈ,0,0,40,40
8674,oltre,1,40,0,40
6777,contributori,1,40,0,40
52533,दिया,0,0,40,40
5486,naturale,1,40,0,40
35918,andra,0,0,39,39
50492,my,0,0,39,39
47502,τα,0,0,39,39
40119,maar,0,0,39,39
29363,editores,0,0,39,39
5973,aveva,1,39,0,39
5972,up,2,1,38,39
33323,smart,0,0,39,39
9526,immagini,1,39,0,39
8549,lento,2,20,19,39
8160,quella,1,39,0,39
44303,мне,0,0,39,39
16120,mijn,0,0,39,39
8082,sulle,1,39,0,39
33376,habe,0,0,39,39
726,anno,2,38,1,39
4571,vi,2,7,32,39
49497,most,0,0,39,39
11709,عن,0,0,39,39
49022,വളരെ,0,0,39,39
1194,va,2,25,14,39
38336,re,0,0,39,39
28069,seu,0,0,39,39
34917,would,0,0,39,39
3997,youtube,2,12,27,39
40578,இந்த,0,0,38,38
45088,ele,0,0,38,38
22187,sites,0,0,38,38
38807,any,0,0,38,38
38565,அது,0,0,38,38
29339,कोई,0,0,38,38
5028,atroce,2,29,9,38
41549,autre,0,0,38,38
46105,был,0,0,38,38
19425,എന്റെ,0,0,38,38
13615,कह,0,0,38,38
23796,உங்களுக்கு,0,0,38,38
43225,было,0,0,38,38
3345,generalmente,2,37,1,38
6010,causa,2,37,1,38
33056,meget,0,0,38,38
8838,science,2,8,30,38
27463,kom,0,0,38,38
22648,την,0,0,38,38
44775,എന്ന്,0,0,37,37
28328,nogen,0,0,37,37
7756,potrebbe,1,37,0,37
909,forme,2,21,16,37
6163,sa,2,3,34,37
4045,ottuso,1,37,0,37
48052,была,0,0,37,37
36247,door,0,0,37,37
45648,alors,0,0,37,37
48599,cada,0,0,37,37
9402,human,2,1,36,37
43137,hun,0,0,37,37
15743,mich,0,0,37,37
5108,voce,1,36,0,36
1356,pane,1,36,0,36
37468,deze,0,0,36,36
18164,leur,0,0,36,36
4956,analisi,1,36,0,36
11804,quelqu,0,0,36,36
23847,exemplo,0,0,36,36
23139,तरह,0,0,36,36
5123,fonte,2,30,6,36
42644,något,0,0,36,36
34889,todos,0,0,36,36
19904,alguém,0,0,36,36
14259,iemand,0,0,36,36
12710,très,0,0,36,36
51615,जैसे,0,0,36,36
37150,रहे,0,0,36,36
15809,также,0,0,36,36
50496,του,0,0,36,36
27087,alguien,0,0,36,36
20114,water,0,0,36,36
3423,dispiace,1,36,0,36
33682,വിക്കിപീഡിയ,0,0,36,36
24756,ejemplo,0,0,36,36
34973,cuando,0,0,36,36
4613,spazio,1,36,0,36
46981,así,0,0,36,36
38410,pero,0,0,36,36
16855,olika,0,0,36,36
21669,person,0,0,35,35
5642,mamma,2,23,12,35
51650,también,0,0,35,35
3956,sebbene,1,35,0,35
4835,esempi,1,35,0,35
3621,quasi,1,35,0,35
28930,conteúdo,0,0,35,35
21208,model,0,0,35,35
30279,don,0,0,35,35
37107,même,0,0,35,35
34329,palabra,0,0,35,35
39698,então,0,0,35,35
19652,decir,0,0,35,35
5080,molte,1,35,0,35
610,chiedere,1,35,0,35
38317,अपने,0,0,35,35
47109,woord,0,0,35,35
36065,language,0,0,35,35
3363,invece,1,35,0,35
28842,ತುಂಬಾ,0,0,35,35
25692,project,0,0,35,35
30546,sig,0,0,35,35
3364,dici,1,35,0,35
36747,palavra,0,0,35,35
13308,شخص,0,0,35,35
34652,كنت,0,0,35,35
9607,free,2,6,29,35
41119,usuarios,0,0,35,35
7858,quale,1,35,0,35
31361,donc,0,0,34,34
1676,sistemi,2,33,1,34
28628,homme,0,0,34,34
41223,sido,0,0,34,34
40046,ça,0,0,34,34
18288,how,0,0,34,34
16313,ನನಗೆ,0,0,34,34
5877,general,2,3,31,34
8318,detta,2,2,32,34
15747,dan,0,0,34,34
5994,—,2,15,19,34
1043,versioni,1,34,0,34
1856,tuo,1,34,0,34
27674,goed,0,0,34,34
2324,work,2,1,33,34
19221,vill,0,0,34,34
1147,editing,2,14,20,34
4021,termine,1,34,0,34
5631,times,2,12,22,34
52069,все,0,0,34,34
4160,importante,2,21,13,34
20750,von,0,0,34,34
48152,edições,0,0,34,34
44759,sens,0,0,34,34
45403,suis,0,0,34,34
47292,selon,0,0,34,34
50163,usuários,0,0,34,34
31615,your,0,0,34,34
20801,into,0,0,34,34
1634,nota,2,20,14,34
19648,ved,0,0,34,34
33338,ಇದು,0,0,34,34
5963,creare,1,33,0,33
42567,phrase,0,0,33,33
9366,po,1,33,0,33
30342,അല്ലെങ്കിൽ,0,0,33,33
3978,research,2,3,30,33
24772,när,0,0,33,33
50715,porque,0,0,33,33
32395,когда,0,0,33,33
42194,aan,0,0,33,33
34706,two,0,0,33,33
342,amici,1,33,0,33
20768,सकता,0,0,33,33
2379,generale,1,33,0,33
1861,umana,1,33,0,33
15556,ao,0,0,33,33
13194,between,0,0,33,33
20793,även,0,0,33,33
45524,ook,0,0,33,33
41649,artigo,0,0,33,33
33113,dir,0,0,33,33
7325,sviluppo,1,33,0,33
5552,natural,2,1,32,33
34327,apprentissage,0,0,33,33
17449,deux,0,0,33,33
20433,очень,0,0,33,33
2298,posto,1,33,0,33
9160,rivista,1,33,0,33
51768,mycket,0,0,33,33
16151,lugar,0,0,33,33
21101,naar,0,0,33,33
3408,proprio,1,33,0,33
3515,encyclopædia,2,6,27,33
6442,argomenti,1,33,0,33
28385,mir,0,0,33,33
2561,libera,1,33,0,33
15543,например,0,0,33,33
9205,circa,2,32,1,33
8310,attività,1,33,0,33
46572,nombre,0,0,33,33
2980,accesso,1,32,0,32
43999,इसके,0,0,32,32
15552,أنا,0,0,32,32
6394,fonti,1,32,0,32
24623,जा,0,0,32,32
8976,fantastico,1,32,0,32
9515,giorno,1,32,0,32
42967,muy,0,0,32,32
4561,già,1,32,0,32
20372,peut,0,0,32,32
27703,бы,0,0,32,32
44156,means,0,0,32,32
13790,hon,0,0,32,32
21089,avez,0,0,32,32
33349,करते,0,0,32,32
40663,كانت,0,0,32,32
52097,अगर,0,0,32,32
38830,auf,0,0,32,32
31825,signifie,0,0,32,32
36280,somebody,0,0,32,32
4265,dette,2,2,30,32
33801,går,0,0,32,32
39411,données,0,0,32,32
33785,another,0,0,32,32
37175,faire,0,0,32,32
10098,bin,0,0,32,32
15602,hebt,0,0,31,31
38035,waren,0,0,31,31
8412,gfdl,2,12,19,31
15475,നിങ്ങളുടെ,0,0,31,31
21709,will,0,0,31,31
15694,well,0,0,31,31
16971,bra,0,0,31,31
43644,einen,0,0,31,31
7491,intelligenza,1,31,0,31
29124,சில,0,0,31,31
2267,mining,2,19,12,31
8858,york,2,13,18,31
41702,chose,0,0,31,31
28129,hur,0,0,31,31
47935,вам,0,0,31,31
26130,статьи,0,0,31,31
4767,deve,2,16,15,31
35792,qualquer,0,0,31,31
6224,casi,2,23,8,31
25183,πείτε,0,0,31,31
13813,often,0,0,31,31
45298,projeto,0,0,31,31
2399,good,2,2,29,31
20045,skulle,0,0,31,31
35991,ο,0,0,31,31
27478,عام,0,0,31,31
24693,dus,0,0,31,31
4352,modifica,1,31,0,31
1397,realmente,2,1,30,31
36739,fix,0,0,31,31
21422,genom,0,0,31,31
42245,exemple,0,0,31,31
9042,sarebbe,1,31,0,31
48344,etwas,0,0,31,31
2297,grado,2,30,1,31
297,pregiudizi,1,30,0,30
3192,linguistiche,1,30,0,30
10317,ಅದನ್ನು,0,0,30,30
1524,alto,2,21,9,30
7892,francese,1,30,0,30
48148,ordet,0,0,30,30
2581,importa,2,15,15,30
3725,edizione,1,30,0,30
23059,λέξη,0,0,30,30
31788,páginas,0,0,30,30
49371,called,0,0,30,30
9174,affermato,1,30,0,30
25791,هل,0,0,30,30
18623,være,0,0,30,30
32143,но,0,0,30,30
8420,riferimento,1,30,0,30
2268,nuovo,1,30,0,30
